species_id,path
20,/content/data/train_images/content/data/train_images/7b287d190.png
11,/content/data/train_images/content/data/train_images/d35473d24.png
21,/content/data/train_images/content/data/train_images/dd46cb7e9.png
12,/content/data/train_images/content/data/train_images/3f5f4aa9a.png
17,/content/data/train_images/content/data/train_images/4a7fe1b31.png
19,/content/data/train_images/content/data/train_images/c6e411c90.png
22,/content/data/train_images/content/data/train_images/e7dfc5c5f.png
3,/content/data/train_images/content/data/train_images/163e86660.png
15,/content/data/train_images/content/data/train_images/5c57d8095.png
16,/content/data/train_images/content/data/train_images/acb80ff69.png
2,/content/data/train_images/content/data/train_images/d6c75de73.png
2,/content/data/train_images/content/data/train_images/160b70831.png
21,/content/data/train_images/content/data/train_images/a1ef2a84f.png
12,/content/data/train_images/content/data/train_images/ccd0a0bff.png
7,/content/data/train_images/content/data/train_images/4c840ed89.png
3,/content/data/train_images/content/data/train_images/2eb098e76.png
23,/content/data/train_images/content/data/train_images/fb5371e7b.png
22,/content/data/train_images/content/data/train_images/1bc8c196e.png
7,/content/data/train_images/content/data/train_images/04e70a8e3.png
17,/content/data/train_images/content/data/train_images/9cb1f4a34.png
0,/content/data/train_images/content/data/train_images/f5e6456f0.png
4,/content/data/train_images/content/data/train_images/a5034a8b3.png
13,/content/data/train_images/content/data/train_images/63cc4d598.png
5,/content/data/train_images/content/data/train_images/d7d49c913.png
19,/content/data/train_images/content/data/train_images/27c78408d.png
9,/content/data/train_images/content/data/train_images/3b0e345fc.png
21,/content/data/train_images/content/data/train_images/60b260508.png
2,/content/data/train_images/content/data/train_images/bf9f90405.png
12,/content/data/train_images/content/data/train_images/2026bced7.png
1,/content/data/train_images/content/data/train_images/d7068ae10.png
8,/content/data/train_images/content/data/train_images/b95c42272.png
1,/content/data/train_images/content/data/train_images/c182aef8c.png
11,/content/data/train_images/content/data/train_images/631f97222.png
16,/content/data/train_images/content/data/train_images/1a3993962.png
0,/content/data/train_images/content/data/train_images/abed3437e.png
8,/content/data/train_images/content/data/train_images/da0d07110.png
6,/content/data/train_images/content/data/train_images/a5f008080.png
5,/content/data/train_images/content/data/train_images/f87ef432d.png
2,/content/data/train_images/content/data/train_images/2eb098e76.png
5,/content/data/train_images/content/data/train_images/c569b8181.png
17,/content/data/train_images/content/data/train_images/3fcca1372.png
0,/content/data/train_images/content/data/train_images/3710abba6.png
22,/content/data/train_images/content/data/train_images/5e8c07a8e.png
19,/content/data/train_images/content/data/train_images/50b93a173.png
10,/content/data/train_images/content/data/train_images/cf739c61d.png
22,/content/data/train_images/content/data/train_images/c7918c0f8.png
20,/content/data/train_images/content/data/train_images/d60157507.png
10,/content/data/train_images/content/data/train_images/92ae9bcc2.png
21,/content/data/train_images/content/data/train_images/556cb3c93.png
20,/content/data/train_images/content/data/train_images/23adb9473.png
23,/content/data/train_images/content/data/train_images/57de62a79.png
5,/content/data/train_images/content/data/train_images/4c010ec47.png
17,/content/data/train_images/content/data/train_images/d59d099b3.png
13,/content/data/train_images/content/data/train_images/35b60a4a0.png
6,/content/data/train_images/content/data/train_images/25c229018.png
7,/content/data/train_images/content/data/train_images/ea7da0899.png
17,/content/data/train_images/content/data/train_images/9a76cab9c.png
12,/content/data/train_images/content/data/train_images/7a49b2465.png
18,/content/data/train_images/content/data/train_images/356b93991.png
21,/content/data/train_images/content/data/train_images/3d2b1c860.png
8,/content/data/train_images/content/data/train_images/5e8e5d53b.png
18,/content/data/train_images/content/data/train_images/ac3da0b30.png
21,/content/data/train_images/content/data/train_images/304b4b5fd.png
13,/content/data/train_images/content/data/train_images/c3662d871.png
21,/content/data/train_images/content/data/train_images/9d2bf51ce.png
5,/content/data/train_images/content/data/train_images/e7de0a728.png
22,/content/data/train_images/content/data/train_images/f9e724b46.png
9,/content/data/train_images/content/data/train_images/247aeccaf.png
8,/content/data/train_images/content/data/train_images/fa0eee1e4.png
18,/content/data/train_images/content/data/train_images/42ea7a091.png
9,/content/data/train_images/content/data/train_images/aacebff62.png
9,/content/data/train_images/content/data/train_images/e666beee8.png
7,/content/data/train_images/content/data/train_images/1a5fb3223.png
22,/content/data/train_images/content/data/train_images/a2045d15d.png
16,/content/data/train_images/content/data/train_images/17ca96791.png
10,/content/data/train_images/content/data/train_images/f5c3420f6.png
9,/content/data/train_images/content/data/train_images/596463649.png
11,/content/data/train_images/content/data/train_images/398e818ec.png
23,/content/data/train_images/content/data/train_images/b988da7d0.png
18,/content/data/train_images/content/data/train_images/43b27b5ab.png
16,/content/data/train_images/content/data/train_images/59ce91d00.png
16,/content/data/train_images/content/data/train_images/942ca05c0.png
9,/content/data/train_images/content/data/train_images/84d2746ce.png
4,/content/data/train_images/content/data/train_images/7925510fe.png
5,/content/data/train_images/content/data/train_images/88b5c9c1b.png
2,/content/data/train_images/content/data/train_images/a92850ccd.png
23,/content/data/train_images/content/data/train_images/7859fda05.png
9,/content/data/train_images/content/data/train_images/738e4dcb5.png
7,/content/data/train_images/content/data/train_images/0a9cdd8a5.png
5,/content/data/train_images/content/data/train_images/871aff1b5.png
23,/content/data/train_images/content/data/train_images/4bc00de61.png
6,/content/data/train_images/content/data/train_images/01b41f92b.png
23,/content/data/train_images/content/data/train_images/9dad9aacc.png
1,/content/data/train_images/content/data/train_images/07f1227b0.png
6,/content/data/train_images/content/data/train_images/b7485fa88.png
22,/content/data/train_images/content/data/train_images/7a9d46229.png
17,/content/data/train_images/content/data/train_images/92588122c.png
0,/content/data/train_images/content/data/train_images/2a3c1f921.png
3,/content/data/train_images/content/data/train_images/368be0579.png
23,/content/data/train_images/content/data/train_images/23363116f.png
8,/content/data/train_images/content/data/train_images/56e311030.png
19,/content/data/train_images/content/data/train_images/534db172e.png
22,/content/data/train_images/content/data/train_images/184322f0e.png
4,/content/data/train_images/content/data/train_images/39aa6482e.png
2,/content/data/train_images/content/data/train_images/2dc763e67.png
12,/content/data/train_images/content/data/train_images/d922d82e9.png
1,/content/data/train_images/content/data/train_images/7768c96f2.png
18,/content/data/train_images/content/data/train_images/1504619b7.png
22,/content/data/train_images/content/data/train_images/28d37d1de.png
1,/content/data/train_images/content/data/train_images/bbd6815be.png
3,/content/data/train_images/content/data/train_images/0eb2079ea.png
8,/content/data/train_images/content/data/train_images/89898c3c9.png
