recording_id,species_id,songtype_id,t_min,f_min,t_max,f_max,path
818a1635a,21,1,13.9253,3281.25,15.0187,4125.0,/content/data/train_images/content/data/train_images/818a1635a.png
25218b040,8,1,6.2827,3750.0,10.4053,5531.25,/content/data/train_images/content/data/train_images/25218b040.png
d58429096,15,1,43.5627,93.75,46.9067,1125.0,/content/data/train_images/content/data/train_images/d58429096.png
65971c0e7,16,4,10.016,3093.75,11.8507,4593.75,/content/data/train_images/content/data/train_images/65971c0e7.png
60b260508,8,1,49.7493,3750.0,53.872,5531.25,/content/data/train_images/content/data/train_images/60b260508.png
1263c23c8,17,1,38.9013,1312.5,45.3547,3937.5,/content/data/train_images/content/data/train_images/1263c23c8.png
bf58cd236,8,1,13.392000000000001,3750.0,17.5147,5531.25,/content/data/train_images/content/data/train_images/bf58cd236.png
ec24a4d07,18,1,15.696,3187.5,16.3893,5062.5,/content/data/train_images/content/data/train_images/ec24a4d07.png
7f9b94a29,1,1,6.8427,3843.75,7.7387,5625.0,/content/data/train_images/content/data/train_images/7f9b94a29.png
1ba9ee79a,1,1,5.9467,3843.75,6.8427,5625.0,/content/data/train_images/content/data/train_images/1ba9ee79a.png
e734a1cde,20,1,36.6347,1312.5,42.016000000000005,6093.75,/content/data/train_images/content/data/train_images/e734a1cde.png
08db743d0,16,4,38.3787,3093.75,40.2133,4593.75,/content/data/train_images/content/data/train_images/08db743d0.png
16ffcf223,14,1,16.9973,2812.5,17.92,4406.25,/content/data/train_images/content/data/train_images/16ffcf223.png
7764cbbfd,10,1,5.7121,947.461,8.156,10852.7,/content/data/train_images/content/data/train_images/7764cbbfd.png
8ec8b0275,11,1,1.2829,1808.79,2.4207,5684.77,/content/data/train_images/content/data/train_images/8ec8b0275.png
a8e6d4d75,21,1,35.7707,3281.25,36.864000000000004,4125.0,/content/data/train_images/content/data/train_images/a8e6d4d75.png
c6a2c0e7c,22,1,21.2107,10687.5,22.816,13687.5,/content/data/train_images/content/data/train_images/c6a2c0e7c.png
158c5acb6,16,4,18.8427,3093.75,20.6773,4593.75,/content/data/train_images/content/data/train_images/158c5acb6.png
a92850ccd,2,1,53.744,468.75,55.52,3000.0,/content/data/train_images/content/data/train_images/a92850ccd.png
d49a94504,0,1,1.2853,5906.25,2.08,8250.0,/content/data/train_images/content/data/train_images/d49a94504.png
2ec1b3167,13,1,56.9973,93.75,57.6213,843.75,/content/data/train_images/content/data/train_images/2ec1b3167.png
74c1043c9,14,1,56.0107,2531.25,56.5973,5531.25,/content/data/train_images/content/data/train_images/74c1043c9.png
7f082c82d,8,1,29.36,3750.0,33.4827,5531.25,/content/data/train_images/content/data/train_images/7f082c82d.png
55dca9c85,23,1,9.8975,7235.16,15.9811,11283.4,/content/data/train_images/content/data/train_images/55dca9c85.png
2dc763e67,2,1,26.1493,468.75,27.9253,3000.0,/content/data/train_images/content/data/train_images/2dc763e67.png
c12e0a62b,9,1,14.9653,1125.0,17.7707,5250.0,/content/data/train_images/content/data/train_images/c12e0a62b.png
ca99623ca,10,1,13.0032,947.461,15.4471,10852.7,/content/data/train_images/content/data/train_images/ca99623ca.png
9367e95cc,15,1,25.3227,93.75,28.6667,1125.0,/content/data/train_images/content/data/train_images/9367e95cc.png
37d16f30f,10,1,33.0536,947.461,35.4975,10852.7,/content/data/train_images/content/data/train_images/37d16f30f.png
03b96f209,16,4,30.9333,3093.75,32.768,4593.75,/content/data/train_images/content/data/train_images/03b96f209.png
b7fcfb502,12,1,56.2827,562.5,59.4187,3281.25,/content/data/train_images/content/data/train_images/b7fcfb502.png
515861db9,12,1,37.7707,562.5,40.9067,3281.25,/content/data/train_images/content/data/train_images/515861db9.png
247d81f2b,1,1,29.695999999999998,3843.75,30.592,5625.0,/content/data/train_images/content/data/train_images/247d81f2b.png
ed2f84e75,23,4,24.7815,6459.96,32.7053,11627.9,/content/data/train_images/content/data/train_images/ed2f84e75.png
d6c75de73,2,1,41.9093,468.75,43.6853,3000.0,/content/data/train_images/content/data/train_images/d6c75de73.png
77e82339a,7,1,46.9013,4687.5,50.0427,11437.5,/content/data/train_images/content/data/train_images/77e82339a.png
3296a3827,6,1,55.328,562.5,57.3493,3187.5,/content/data/train_images/content/data/train_images/3296a3827.png
d2cb96229,2,1,22.224,468.75,24.0,3000.0,/content/data/train_images/content/data/train_images/d2cb96229.png
d49a94504,0,1,1.2853,5906.25,2.08,8250.0,/content/data/train_images/content/data/train_images/d49a94504.png
9a76cab9c,17,1,1.7387,1312.5,8.192,3937.5,/content/data/train_images/content/data/train_images/9a76cab9c.png
690168015,6,1,38.8053,562.5,40.9493,4406.25,/content/data/train_images/content/data/train_images/690168015.png
69c09e886,4,1,12.527999999999999,2343.75,14.384,4218.75,/content/data/train_images/content/data/train_images/69c09e886.png
b62b5a988,2,1,36.8053,468.75,38.5813,3000.0,/content/data/train_images/content/data/train_images/b62b5a988.png
fe8ce67c3,20,1,50.8213,1312.5,56.2027,6093.75,/content/data/train_images/content/data/train_images/fe8ce67c3.png
bdd4aa62c,17,1,43.7227,1312.5,50.176,3937.5,/content/data/train_images/content/data/train_images/bdd4aa62c.png
af0113159,14,1,36.1547,2812.5,37.0773,4406.25,/content/data/train_images/content/data/train_images/af0113159.png
cf7af9895,10,1,56.4245,947.461,58.8684,10852.7,/content/data/train_images/content/data/train_images/cf7af9895.png
5816c1336,16,4,4.864,3093.75,6.6987,4593.75,/content/data/train_images/content/data/train_images/5816c1336.png
e574b09d3,5,1,21.2,4781.25,23.552,10406.2,/content/data/train_images/content/data/train_images/e574b09d3.png
8253e1640,11,1,41.0819,1808.79,42.2197,5684.77,/content/data/train_images/content/data/train_images/8253e1640.png
d5992de83,23,4,6.3274,6459.96,14.2512,11627.9,/content/data/train_images/content/data/train_images/d5992de83.png
e42215aa0,4,1,1.392,2343.75,3.248,4218.75,/content/data/train_images/content/data/train_images/e42215aa0.png
c4ec1e7de,12,1,56.1067,562.5,59.2427,3281.25,/content/data/train_images/content/data/train_images/c4ec1e7de.png
fc47cfba3,0,1,13.952,5906.25,15.2427,7500.0,/content/data/train_images/content/data/train_images/fc47cfba3.png
c271bc1ea,14,1,25.664,2812.5,26.5867,4406.25,/content/data/train_images/content/data/train_images/c271bc1ea.png
59e549ee2,5,1,49.632,4781.25,51.983999999999995,10406.2,/content/data/train_images/content/data/train_images/59e549ee2.png
c12e0a62b,3,1,21.568,1031.25,22.3093,2812.5,/content/data/train_images/content/data/train_images/c12e0a62b.png
399e17911,4,1,17.6373,2343.75,19.4933,4218.75,/content/data/train_images/content/data/train_images/399e17911.png
cea56c949,5,1,14.0587,4781.25,16.4107,10406.2,/content/data/train_images/content/data/train_images/cea56c949.png
f851b9605,9,1,51.7493,843.75,55.312,5718.75,/content/data/train_images/content/data/train_images/f851b9605.png
3853bba8e,9,1,2.112,843.75,5.6747,5718.75,/content/data/train_images/content/data/train_images/3853bba8e.png
582d6efec,8,1,47.3333,3750.0,51.456,5531.25,/content/data/train_images/content/data/train_images/582d6efec.png
42f4b8b64,14,1,3.1839999999999997,2812.5,4.1067,4406.25,/content/data/train_images/content/data/train_images/42f4b8b64.png
288e5d13f,3,1,14.3893,1031.25,15.1307,2812.5,/content/data/train_images/content/data/train_images/288e5d13f.png
64025c7e6,18,1,16.5707,3187.5,17.264,5062.5,/content/data/train_images/content/data/train_images/64025c7e6.png
74fbde29b,18,1,51.8827,3187.5,52.576,5062.5,/content/data/train_images/content/data/train_images/74fbde29b.png
f3f82b897,19,1,53.7227,281.25,55.2747,2812.5,/content/data/train_images/content/data/train_images/f3f82b897.png
ea133d03e,19,1,54.0,281.25,55.552,2812.5,/content/data/train_images/content/data/train_images/ea133d03e.png
422de4e4d,21,1,42.3413,3281.25,43.4347,4125.0,/content/data/train_images/content/data/train_images/422de4e4d.png
5877cea08,3,1,53.0773,1031.25,53.8187,2812.5,/content/data/train_images/content/data/train_images/5877cea08.png
acff61b19,15,1,24.0213,93.75,27.3653,1125.0,/content/data/train_images/content/data/train_images/acff61b19.png
77299bde7,8,1,5.7227,3750.0,9.8453,5531.25,/content/data/train_images/content/data/train_images/77299bde7.png
dfa6a4a64,10,1,9.8162,947.461,12.2601,10852.7,/content/data/train_images/content/data/train_images/dfa6a4a64.png
399e17911,4,1,17.6373,2343.75,19.4933,4218.75,/content/data/train_images/content/data/train_images/399e17911.png
a64b357d4,20,1,50.7413,2343.75,54.1813,5718.75,/content/data/train_images/content/data/train_images/a64b357d4.png
dabddc8ab,11,1,10.4316,1808.79,11.5693,5684.77,/content/data/train_images/content/data/train_images/dabddc8ab.png
ccee900dd,20,1,25.4933,2343.75,28.9333,5718.75,/content/data/train_images/content/data/train_images/ccee900dd.png
afa49cbeb,9,1,1.6213,843.75,5.184,5718.75,/content/data/train_images/content/data/train_images/afa49cbeb.png
2fc2eca0c,9,1,52.9333,1125.0,55.7387,5250.0,/content/data/train_images/content/data/train_images/2fc2eca0c.png
f152e26e3,8,1,51.2533,3750.0,55.376000000000005,5531.25,/content/data/train_images/content/data/train_images/f152e26e3.png
f51c0da28,7,1,47.056000000000004,4687.5,50.1973,11437.5,/content/data/train_images/content/data/train_images/f51c0da28.png
053aeb7bd,23,4,0.9520000000000001,6459.96,8.8758,11627.9,/content/data/train_images/content/data/train_images/053aeb7bd.png
9bdc79a14,5,1,30.4907,4781.25,32.8427,10406.2,/content/data/train_images/content/data/train_images/9bdc79a14.png
5977f6b4c,1,1,16.3467,3843.75,17.2427,5625.0,/content/data/train_images/content/data/train_images/5977f6b4c.png
7dec0f472,10,1,52.4365,947.461,54.8804,10852.7,/content/data/train_images/content/data/train_images/7dec0f472.png
3346f84ee,11,1,36.0548,1808.79,37.1926,5684.77,/content/data/train_images/content/data/train_images/3346f84ee.png
a0c662123,0,1,6.6347,5906.25,7.4293,8250.0,/content/data/train_images/content/data/train_images/a0c662123.png
2717a930e,8,1,14.175999999999998,3750.0,18.2987,5531.25,/content/data/train_images/content/data/train_images/2717a930e.png
7b79194b3,5,1,9.6,4781.25,11.952,10406.2,/content/data/train_images/content/data/train_images/7b79194b3.png
aefd0f061,3,1,11.2373,1031.25,11.9787,2812.5,/content/data/train_images/content/data/train_images/aefd0f061.png
471bb3a84,12,1,28.0373,562.5,31.1733,3281.25,/content/data/train_images/content/data/train_images/471bb3a84.png
738e4dcb5,9,1,53.2747,843.75,56.8373,5718.75,/content/data/train_images/content/data/train_images/738e4dcb5.png
557506b62,7,1,39.2213,4687.5,42.3627,11437.5,/content/data/train_images/content/data/train_images/557506b62.png
5f9b4785b,1,1,47.9947,3843.75,48.8907,5625.0,/content/data/train_images/content/data/train_images/5f9b4785b.png
2cf89ef6b,1,1,24.0,3843.75,24.896,5625.0,/content/data/train_images/content/data/train_images/2cf89ef6b.png
cc7c17269,20,1,29.552,1312.5,34.9333,6093.75,/content/data/train_images/content/data/train_images/cc7c17269.png
f84b8c8d3,23,4,1.1958,6459.96,9.1196,11627.9,/content/data/train_images/content/data/train_images/f84b8c8d3.png
512c1ac7e,0,1,8.8907,5906.25,9.6853,8250.0,/content/data/train_images/content/data/train_images/512c1ac7e.png
ccee900dd,20,1,55.232,2343.75,58.672,5718.75,/content/data/train_images/content/data/train_images/ccee900dd.png
6d6ba3db7,22,1,42.9547,10687.5,44.56,13687.5,/content/data/train_images/content/data/train_images/6d6ba3db7.png
b4110d8aa,1,1,30.336,3843.75,31.232,5625.0,/content/data/train_images/content/data/train_images/b4110d8aa.png
561ed4362,14,1,0.08,2531.25,0.6667,5531.25,/content/data/train_images/content/data/train_images/561ed4362.png
2bcddf9a5,5,1,16.4693,4781.25,18.8213,10406.2,/content/data/train_images/content/data/train_images/2bcddf9a5.png
6e82ee19a,10,1,27.0803,947.461,29.5242,10852.7,/content/data/train_images/content/data/train_images/6e82ee19a.png
349095631,0,1,28.432,5906.25,29.2267,8250.0,/content/data/train_images/content/data/train_images/349095631.png
30cd416ed,13,1,46.6773,93.75,47.3013,843.75,/content/data/train_images/content/data/train_images/30cd416ed.png
4874059ad,21,1,58.1013,3281.25,59.1947,4125.0,/content/data/train_images/content/data/train_images/4874059ad.png
8253e1640,11,1,41.0819,1808.79,42.2197,5684.77,/content/data/train_images/content/data/train_images/8253e1640.png
100e4ddc9,2,1,1.2853,468.75,3.0613,3000.0,/content/data/train_images/content/data/train_images/100e4ddc9.png
d63f467b6,15,1,55.6693,93.75,59.0133,1125.0,/content/data/train_images/content/data/train_images/d63f467b6.png
2e698aba5,23,4,4.0229,6459.96,11.9467,11627.9,/content/data/train_images/content/data/train_images/2e698aba5.png
6b1093628,13,1,37.728,93.75,38.352,843.75,/content/data/train_images/content/data/train_images/6b1093628.png
8080b2283,13,1,52.1867,93.75,52.8107,843.75,/content/data/train_images/content/data/train_images/8080b2283.png
d3195bece,10,1,38.0459,947.461,40.4898,10852.7,/content/data/train_images/content/data/train_images/d3195bece.png
33d0f2685,16,4,55.983999999999995,3093.75,57.8187,4593.75,/content/data/train_images/content/data/train_images/33d0f2685.png
1535d0c9b,9,1,4.6507,843.75,8.2133,5718.75,/content/data/train_images/content/data/train_images/1535d0c9b.png
74a117970,20,1,7.4987,1312.5,12.88,6093.75,/content/data/train_images/content/data/train_images/74a117970.png
77a7a66fc,10,1,42.1616,947.461,44.6055,10852.7,/content/data/train_images/content/data/train_images/77a7a66fc.png
fe8d9ac40,13,1,53.472,93.75,54.096000000000004,843.75,/content/data/train_images/content/data/train_images/fe8d9ac40.png
fd6a520d8,8,1,6.8213,3750.0,10.944,5531.25,/content/data/train_images/content/data/train_images/fd6a520d8.png
557506b62,7,1,39.2213,4687.5,42.3627,11437.5,/content/data/train_images/content/data/train_images/557506b62.png
dd46cb7e9,21,1,50.144,3281.25,51.2373,4125.0,/content/data/train_images/content/data/train_images/dd46cb7e9.png
4b406a1bc,4,1,10.7627,2343.75,12.6187,4218.75,/content/data/train_images/content/data/train_images/4b406a1bc.png
e22487d26,10,1,22.6685,947.461,25.1124,10852.7,/content/data/train_images/content/data/train_images/e22487d26.png
7f6df469c,4,1,44.288000000000004,2531.25,46.4747,4031.25,/content/data/train_images/content/data/train_images/7f6df469c.png
6093f0100,15,1,2.2453,93.75,5.5893,1125.0,/content/data/train_images/content/data/train_images/6093f0100.png
c721d69de,19,1,0.6507,281.25,2.2027,2812.5,/content/data/train_images/content/data/train_images/c721d69de.png
305ff00d1,14,1,49.856,3750.0,50.128,6468.75,/content/data/train_images/content/data/train_images/305ff00d1.png
6b9e3f7c6,21,1,7.6373,3281.25,8.7307,4125.0,/content/data/train_images/content/data/train_images/6b9e3f7c6.png
bc18e6dba,21,1,5.1253,3281.25,6.2187,4125.0,/content/data/train_images/content/data/train_images/bc18e6dba.png
cb10cd9d9,13,1,9.9147,93.75,10.5387,843.75,/content/data/train_images/content/data/train_images/cb10cd9d9.png
6f7eec323,17,4,9.6907,1406.25,12.2987,3937.5,/content/data/train_images/content/data/train_images/6f7eec323.png
c39b2fcd3,14,1,29.2053,2812.5,30.128,4406.25,/content/data/train_images/content/data/train_images/c39b2fcd3.png
349095631,0,1,28.432,5906.25,29.2267,8250.0,/content/data/train_images/content/data/train_images/349095631.png
8ee219910,6,1,42.56,562.5,44.70399999999999,4406.25,/content/data/train_images/content/data/train_images/8ee219910.png
e5d1f4efc,1,1,23.328000000000003,3843.75,24.224,5625.0,/content/data/train_images/content/data/train_images/e5d1f4efc.png
7a396818c,21,1,48.72,3281.25,49.8133,4125.0,/content/data/train_images/content/data/train_images/7a396818c.png
629489592,12,1,2.7893,562.5,5.9253,3281.25,/content/data/train_images/content/data/train_images/629489592.png
27c78408d,19,1,14.128,281.25,15.68,2812.5,/content/data/train_images/content/data/train_images/27c78408d.png
5a3f09a5c,10,1,44.2166,947.461,46.6605,10852.7,/content/data/train_images/content/data/train_images/5a3f09a5c.png
e97de3f6d,14,1,56.6933,3750.0,56.9653,6468.75,/content/data/train_images/content/data/train_images/e97de3f6d.png
59a9eb657,23,4,43.4445,6459.96,51.3683,11627.9,/content/data/train_images/content/data/train_images/59a9eb657.png
6c660a505,19,1,51.7707,281.25,53.3227,2812.5,/content/data/train_images/content/data/train_images/6c660a505.png
1fd650183,4,1,35.135999999999996,2343.75,36.992,4218.75,/content/data/train_images/content/data/train_images/1fd650183.png
dcf4ecca1,6,1,27.6373,562.5,29.7813,4406.25,/content/data/train_images/content/data/train_images/dcf4ecca1.png
efbfe6b39,14,1,23.232,2812.5,24.1547,4406.25,/content/data/train_images/content/data/train_images/efbfe6b39.png
80c09eb56,8,1,35.3333,3750.0,39.455999999999996,5531.25,/content/data/train_images/content/data/train_images/80c09eb56.png
e585e1acb,5,1,43.8827,4781.25,46.2347,10406.2,/content/data/train_images/content/data/train_images/e585e1acb.png
48fb5143f,20,1,28.64,2343.75,32.08,5718.75,/content/data/train_images/content/data/train_images/48fb5143f.png
d7a655c45,20,1,16.9173,2343.75,20.3573,5718.75,/content/data/train_images/content/data/train_images/d7a655c45.png
a9868c3d1,21,1,7.0293,3281.25,8.1227,4125.0,/content/data/train_images/content/data/train_images/a9868c3d1.png
48fb5143f,20,1,24.4107,2343.75,27.8507,5718.75,/content/data/train_images/content/data/train_images/48fb5143f.png
2cf89ef6b,1,1,24.0,3843.75,24.896,5625.0,/content/data/train_images/content/data/train_images/2cf89ef6b.png
e9622376a,16,4,30.5707,3093.75,32.4053,4593.75,/content/data/train_images/content/data/train_images/e9622376a.png
1f5dd26db,8,1,6.0907,3750.0,10.2133,5531.25,/content/data/train_images/content/data/train_images/1f5dd26db.png
2bb539997,7,1,26.0907,4687.5,29.232,11437.5,/content/data/train_images/content/data/train_images/2bb539997.png
e1582bf8b,11,1,56.6451,1808.79,57.7829,5684.77,/content/data/train_images/content/data/train_images/e1582bf8b.png
55b2b19d1,23,4,48.5355,6459.96,56.4593,11627.9,/content/data/train_images/content/data/train_images/55b2b19d1.png
28fd95f7f,11,1,24.8802,1808.79,26.018,5684.77,/content/data/train_images/content/data/train_images/28fd95f7f.png
